Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
"06037101110","Census Tract 1011.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1011.10",,,,1551,67,96,33,72,11,78,19,56,96,74,221,102,182,144,123,177,4.32,6.19,2.13,4.64,0.71,5.03,1.23,3.61,6.19,4.77,14.25,6.58,11.73,9.28,7.93,11.41
"06037101122","Census Tract 1011.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1011.22",,,,1383,84,0,7,44,20,29,0,4,10,31,208,173,102,181,204,286,6.07,0,0.51,3.18,1.45,2.1,0,0.29,0.72,2.24,15.04,12.51,7.38,13.09,14.75,20.68
"06037101220","Census Tract 1012.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1012.20",,,,1349,85,61,9,91,24,24,71,39,60,81,209,172,43,109,130,141,6.3,4.52,0.67,6.75,1.78,1.78,5.26,2.89,4.45,6,15.49,12.75,3.19,8.08,9.64,10.45
"06037101221","Census Tract 1012.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1012.21",,,,1424,84,90,59,136,26,107,9,91,65,145,95,150,140,65,111,51,5.9,6.32,4.14,9.55,1.83,7.51,0.63,6.39,4.56,10.18,6.67,10.53,9.83,4.56,7.79,3.58
"06037101222","Census Tract 1012.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1012.22",,,,928,68,182,60,29,33,55,52,19,27,23,23,107,26,137,35,52,7.33,19.61,6.47,3.12,3.56,5.93,5.6,2.05,2.91,2.48,2.48,11.53,2.8,14.76,3.77,5.6
"06037101300","Census Tract 1013, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1013",,,,1425,53,19,57,8,23,98,18,13,7,16,118,189,133,181,195,297,3.72,1.33,4,0.56,1.61,6.88,1.26,0.91,0.49,1.12,8.28,13.26,9.33,12.7,13.68,20.84
"06037101400","Census Tract 1014, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1014",,,,1287,10,62,32,198,17,0,6,33,66,89,56,109,205,70,169,165,0.78,4.82,2.49,15.38,1.32,0,0.47,2.56,5.13,6.92,4.35,8.47,15.93,5.44,13.13,12.82
"06037102103","Census Tract 1021.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1021.03",,,,671,44,0,23,50,36,25,57,45,5,36,71,61,40,82,73,23,6.56,0,3.43,7.45,5.37,3.73,8.49,6.71,0.75,5.37,10.58,9.09,5.96,12.22,10.88,3.43
"06037102104","Census Tract 1021.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1021.04",,,,1304,42,75,9,0,18,10,0,65,58,50,47,222,213,138,93,264,3.22,5.75,0.69,0,1.38,0.77,0,4.98,4.45,3.83,3.6,17.02,16.33,10.58,7.13,20.25
"06037102105","Census Tract 1021.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1021.05",,,,557,5,15,3,6,32,15,22,11,5,82,26,86,108,11,5,125,0.9,2.69,0.54,1.08,5.75,2.69,3.95,1.97,0.9,14.72,4.67,15.44,19.39,1.97,0.9,22.44
"06037102107","Census Tract 1021.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1021.07",,,,1202,116,31,22,0,0,12,0,41,0,108,210,93,78,76,165,250,9.65,2.58,1.83,0,0,1,0,3.41,0,8.99,17.47,7.74,6.49,6.32,13.73,20.8
"06037103101","Census Tract 1031.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1031.01",,,,967,31,16,7,56,32,19,0,0,0,79,27,138,76,108,160,218,3.21,1.65,0.72,5.79,3.31,1.96,0,0,0,8.17,2.79,14.27,7.86,11.17,16.55,22.54
"06037103102","Census Tract 1031.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1031.02",,,,1631,53,93,26,41,18,52,49,86,0,150,175,323,198,145,74,148,3.25,5.7,1.59,2.51,1.1,3.19,3,5.27,0,9.2,10.73,19.8,12.14,8.89,4.54,9.07
"06037103201","Census Tract 1032.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1032.01",,,,1577,133,93,150,0,36,0,60,0,116,88,39,169,192,170,177,154,8.43,5.9,9.51,0,2.28,0,3.8,0,7.36,5.58,2.47,10.72,12.18,10.78,11.22,9.77
"06037103202","Census Tract 1032.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1032.02",,,,635,0,0,0,5,42,0,25,12,43,21,18,18,230,17,100,104,0,0,0,0.79,6.61,0,3.94,1.89,6.77,3.31,2.83,2.83,36.22,2.68,15.75,16.38
"06037103300","Census Tract 1033, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1033",,,,1238,21,67,48,13,8,25,9,0,8,53,65,130,130,92,143,426,1.7,5.41,3.88,1.05,0.65,2.02,0.73,0,0.65,4.28,5.25,10.5,10.5,7.43,11.55,34.41
"06037103401","Census Tract 1034.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1034.01",,,,960,56,4,30,54,63,0,12,0,51,11,72,157,59,179,87,125,5.83,0.42,3.12,5.62,6.56,0,1.25,0,5.31,1.15,7.5,16.35,6.15,18.65,9.06,13.02
"06037103402","Census Tract 1034.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1034.02",,,,1343,37,43,42,0,19,25,13,0,54,29,104,160,185,150,220,262,2.76,3.2,3.13,0,1.41,1.86,0.97,0,4.02,2.16,7.74,11.91,13.78,11.17,16.38,19.51
"06037104103","Census Tract 1041.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1041.03",,,,865,16,13,6,22,28,0,15,33,30,18,112,100,116,72,162,122,1.85,1.5,0.69,2.54,3.24,0,1.73,3.82,3.47,2.08,12.95,11.56,13.41,8.32,18.73,14.1
"06037104105","Census Tract 1041.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1041.05",,,,1589,176,15,60,58,63,111,80,26,64,164,200,153,141,117,106,55,11.08,0.94,3.78,3.65,3.96,6.99,5.03,1.64,4.03,10.32,12.59,9.63,8.87,7.36,6.67,3.46
"06037104108","Census Tract 1041.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1041.08",,,,1269,72,120,21,50,143,50,48,36,36,57,108,98,113,51,104,162,5.67,9.46,1.65,3.94,11.27,3.94,3.78,2.84,2.84,4.49,8.51,7.72,8.9,4.02,8.2,12.77
"06037104124","Census Tract 1041.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1041.24",,,,1310,18,32,53,110,63,112,56,52,24,70,56,229,117,60,134,124,1.37,2.44,4.05,8.4,4.81,8.55,4.27,3.97,1.83,5.34,4.27,17.48,8.93,4.58,10.23,9.47
"06037104201","Census Tract 1042.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1042.01",,,,871,14,31,16,25,15,34,13,28,0,68,129,124,30,143,106,95,1.61,3.56,1.84,2.87,1.72,3.9,1.49,3.21,0,7.81,14.81,14.24,3.44,16.42,12.17,10.91
"06037104203","Census Tract 1042.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1042.03",,,,1124,68,73,28,20,91,31,0,47,18,112,174,101,144,28,86,103,6.05,6.49,2.49,1.78,8.1,2.76,0,4.18,1.6,9.96,15.48,8.99,12.81,2.49,7.65,9.16
"06037104204","Census Tract 1042.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1042.04",,,,715,11,9,18,16,28,83,0,41,39,22,90,98,73,53,54,80,1.54,1.26,2.52,2.24,3.92,11.61,0,5.73,5.45,3.08,12.59,13.71,10.21,7.41,7.55,11.19
"06037104310","Census Tract 1043.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1043.10",,,,927,35,28,15,37,11,25,5,52,0,18,134,129,103,113,134,88,3.78,3.02,1.62,3.99,1.19,2.7,0.54,5.61,0,1.94,14.46,13.92,11.11,12.19,14.46,9.49
"06037104321","Census Tract 1043.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1043.21",,,,820,62,24,7,11,111,164,47,25,23,0,63,125,16,124,18,0,7.56,2.93,0.85,1.34,13.54,20,5.73,3.05,2.8,0,7.68,15.24,1.95,15.12,2.2,0
"06037104322","Census Tract 1043.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1043.22",,,,445,0,0,0,41,38,27,0,35,25,1,59,36,11,91,68,13,0,0,0,9.21,8.54,6.07,0,7.87,5.62,0.22,13.26,8.09,2.47,20.45,15.28,2.92
"06037104401","Census Tract 1044.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1044.01",,,,607,17,40,0,19,31,34,33,15,16,66,60,67,30,62,72,45,2.8,6.59,0,3.13,5.11,5.6,5.44,2.47,2.64,10.87,9.88,11.04,4.94,10.21,11.86,7.41
"06037104403","Census Tract 1044.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1044.03",,,,537,15,22,0,30,5,5,30,9,23,50,39,69,55,44,69,72,2.79,4.1,0,5.59,0.93,0.93,5.59,1.68,4.28,9.31,7.26,12.85,10.24,8.19,12.85,13.41
"06037104404","Census Tract 1044.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1044.04",,,,756,49,11,18,57,46,25,20,43,19,26,32,145,60,103,61,41,6.48,1.46,2.38,7.54,6.08,3.31,2.65,5.69,2.51,3.44,4.23,19.18,7.94,13.62,8.07,5.42
"06037104500","Census Tract 1045, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1045",,,,626,44,15,23,28,32,11,5,0,22,70,78,68,69,60,25,76,7.03,2.4,3.67,4.47,5.11,1.76,0.8,0,3.51,11.18,12.46,10.86,11.02,9.58,3.99,12.14
"06037104610","Census Tract 1046.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1046.10",,,,640,41,29,0,0,28,40,52,16,26,16,29,99,100,44,38,82,6.41,4.53,0,0,4.38,6.25,8.12,2.5,4.06,2.5,4.53,15.47,15.62,6.88,5.94,12.81
"06037104620","Census Tract 1046.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1046.20",,,,722,13,7,23,15,40,52,13,10,29,57,40,165,96,16,68,78,1.8,0.97,3.19,2.08,5.54,7.2,1.8,1.39,4.02,7.89,5.54,22.85,13.3,2.22,9.42,10.8
"06037104701","Census Tract 1047.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1047.01",,,,909,60,50,45,60,20,86,57,13,65,63,124,64,131,32,39,0,6.6,5.5,4.95,6.6,2.2,9.46,6.27,1.43,7.15,6.93,13.64,7.04,14.41,3.52,4.29,0
"06037104703","Census Tract 1047.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1047.03",,,,593,57,35,13,8,44,41,25,28,54,23,39,46,38,127,12,3,9.61,5.9,2.19,1.35,7.42,6.91,4.22,4.72,9.11,3.88,6.58,7.76,6.41,21.42,2.02,0.51
"06037104704","Census Tract 1047.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1047.04",,,,1198,71,54,6,108,91,34,91,7,48,106,78,188,165,29,109,13,5.93,4.51,0.5,9.02,7.6,2.84,7.6,0.58,4.01,8.85,6.51,15.69,13.77,2.42,9.1,1.09
"06037104821","Census Tract 1048.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1048.21",,,,752,18,33,49,26,19,25,17,4,62,52,81,157,76,30,57,46,2.39,4.39,6.52,3.46,2.53,3.32,2.26,0.53,8.24,6.91,10.77,20.88,10.11,3.99,7.58,6.12
"06037104822","Census Tract 1048.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1048.22",,,,644,20,72,40,17,55,0,36,57,56,5,37,112,30,36,44,27,3.11,11.18,6.21,2.64,8.54,0,5.59,8.85,8.7,0.78,5.75,17.39,4.66,5.59,6.83,4.19
"06037104823","Census Tract 1048.23, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1048.23",,,,693,15,6,30,55,0,55,50,34,28,5,49,120,81,55,58,52,2.16,0.87,4.33,7.94,0,7.94,7.22,4.91,4.04,0.72,7.07,17.32,11.69,7.94,8.37,7.5
"06037104824","Census Tract 1048.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1048.24",,,,510,0,13,28,0,0,10,3,10,0,43,51,112,101,27,96,16,0,2.55,5.49,0,0,1.96,0.59,1.96,0,8.43,10,21.96,19.8,5.29,18.82,3.14
"06037106010","Census Tract 1060.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1060.10",,,,900,4,5,0,30,19,28,21,17,6,27,58,137,94,96,147,211,0.44,0.56,0,3.33,2.11,3.11,2.33,1.89,0.67,3,6.44,15.22,10.44,10.67,16.33,23.44
"06037106020","Census Tract 1060.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1060.20",,,,1283,51,82,0,95,0,7,16,20,0,66,31,220,126,222,99,248,3.98,6.39,0,7.4,0,0.55,1.25,1.56,0,5.14,2.42,17.15,9.82,17.3,7.72,19.33
"06037106111","Census Tract 1061.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1061.11",,,,1368,35,0,58,11,47,14,24,42,18,38,79,173,149,102,345,233,2.56,0,4.24,0.8,3.44,1.02,1.75,3.07,1.32,2.78,5.77,12.65,10.89,7.46,25.22,17.03
"06037106112","Census Tract 1061.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1061.12",,,,1394,10,0,76,15,15,19,93,42,38,107,89,140,216,145,206,183,0.72,0,5.45,1.08,1.08,1.36,6.67,3.01,2.73,7.68,6.38,10.04,15.49,10.4,14.78,13.13
"06037106113","Census Tract 1061.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1061.13",,,,1017,6,3,6,34,30,0,14,30,19,58,123,75,159,139,182,139,0.59,0.29,0.59,3.34,2.95,0,1.38,2.95,1.87,5.7,12.09,7.37,15.63,13.67,17.9,13.67
"06037106114","Census Tract 1061.14, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1061.14",,,,1705,83,18,98,137,70,62,66,63,32,63,158,292,143,91,116,213,4.87,1.06,5.75,8.04,4.11,3.64,3.87,3.7,1.88,3.7,9.27,17.13,8.39,5.34,6.8,12.49
"06037106403","Census Tract 1064.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1064.03",,,,870,68,18,31,30,45,35,4,23,26,16,79,126,69,52,101,147,7.82,2.07,3.56,3.45,5.17,4.02,0.46,2.64,2.99,1.84,9.08,14.48,7.93,5.98,11.61,16.9
"06037106405","Census Tract 1064.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1064.05",,,,1190,39,10,30,88,17,42,0,56,7,48,166,275,187,108,35,82,3.28,0.84,2.52,7.39,1.43,3.53,0,4.71,0.59,4.03,13.95,23.11,15.71,9.08,2.94,6.89
"06037106406","Census Tract 1064.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1064.06",,,,1845,47,26,10,6,48,0,31,148,30,144,97,372,354,195,101,236,2.55,1.41,0.54,0.33,2.6,0,1.68,8.02,1.63,7.8,5.26,20.16,19.19,10.57,5.47,12.79
"06037106407","Census Tract 1064.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1064.07",,,,812,20,196,50,49,59,43,10,5,39,65,119,85,33,16,18,5,2.46,24.14,6.16,6.03,7.27,5.3,1.23,0.62,4.8,8,14.66,10.47,4.06,1.97,2.22,0.62
"06037106408","Census Tract 1064.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1064.08",,,,1000,80,17,9,61,82,40,55,43,78,81,97,137,80,62,67,11,8,1.7,0.9,6.1,8.2,4,5.5,4.3,7.8,8.1,9.7,13.7,8,6.2,6.7,1.1
"06037106510","Census Tract 1065.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1065.10",,,,1630,91,112,24,12,18,0,0,32,43,24,137,282,187,287,163,218,5.58,6.87,1.47,0.74,1.1,0,0,1.96,2.64,1.47,8.4,17.3,11.47,17.61,10,13.37
"06037106520","Census Tract 1065.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1065.20",,,,1421,62,19,75,68,68,52,9,12,38,123,131,134,193,168,149,120,4.36,1.34,5.28,4.79,4.79,3.66,0.63,0.84,2.67,8.66,9.22,9.43,13.58,11.82,10.49,8.44
"06037106603","Census Tract 1066.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.03",,,,1185,25,34,13,19,21,10,39,16,16,21,150,52,119,118,113,419,2.11,2.87,1.1,1.6,1.77,0.84,3.29,1.35,1.35,1.77,12.66,4.39,10.04,9.96,9.54,35.36
"06037106604","Census Tract 1066.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.04",,,,1241,31,54,38,40,39,33,74,104,0,128,251,97,109,36,71,136,2.5,4.35,3.06,3.22,3.14,2.66,5.96,8.38,0,10.31,20.23,7.82,8.78,2.9,5.72,10.96
"06037106641","Census Tract 1066.41, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.41",,,,746,46,15,0,18,20,0,27,0,11,4,77,85,87,51,74,231,6.17,2.01,0,2.41,2.68,0,3.62,0,1.47,0.54,10.32,11.39,11.66,6.84,9.92,30.97
"06037106642","Census Tract 1066.42, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.42",,,,1147,42,0,34,62,9,8,41,29,10,0,62,89,143,133,202,283,3.66,0,2.96,5.41,0.78,0.7,3.57,2.53,0.87,0,5.41,7.76,12.47,11.6,17.61,24.67
"06037106643","Census Tract 1066.43, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.43",,,,1353,0,45,27,12,7,0,6,17,14,34,26,112,68,79,230,676,0,3.33,2,0.89,0.52,0,0.44,1.26,1.03,2.51,1.92,8.28,5.03,5.84,17,49.96
"06037106645","Census Tract 1066.45, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.45",,,,1246,85,7,11,43,11,0,60,9,0,150,65,59,117,114,136,379,6.82,0.56,0.88,3.45,0.88,0,4.82,0.72,0,12.04,5.22,4.74,9.39,9.15,10.91,30.42
"06037106646","Census Tract 1066.46, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.46",,,,963,55,0,12,22,8,27,26,3,13,41,89,93,114,104,145,211,5.71,0,1.25,2.28,0.83,2.8,2.7,0.31,1.35,4.26,9.24,9.66,11.84,10.8,15.06,21.91
"06037106648","Census Tract 1066.48, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.48",,,,1171,29,71,27,109,54,65,81,63,34,13,48,220,79,39,158,81,2.48,6.06,2.31,9.31,4.61,5.55,6.92,5.38,2.9,1.11,4.1,18.79,6.75,3.33,13.49,6.92
"06037106649","Census Tract 1066.49, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1066.49",,,,641,0,5,23,41,0,30,5,0,17,50,49,95,78,28,140,80,0,0.78,3.59,6.4,0,4.68,0.78,0,2.65,7.8,7.64,14.82,12.17,4.37,21.84,12.48
"06037107010","Census Tract 1070.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"107010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1070.10",,,,760,12,4,41,0,5,15,8,11,40,79,117,117,93,86,72,60,1.58,0.53,5.39,0,0.66,1.97,1.05,1.45,5.26,10.39,15.39,15.39,12.24,11.32,9.47,7.89
"06037107020","Census Tract 1070.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"107020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1070.20",,,,1151,162,0,24,39,35,18,33,35,85,21,96,228,88,67,124,96,14.07,0,2.09,3.39,3.04,1.56,2.87,3.04,7.38,1.82,8.34,19.81,7.65,5.82,10.77,8.34
"06037108101","Census Tract 1081.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1081.01",,,,762,22,27,7,0,18,7,20,0,16,20,55,62,38,89,96,285,2.89,3.54,0.92,0,2.36,0.92,2.62,0,2.1,2.62,7.22,8.14,4.99,11.68,12.6,37.4
"06037108102","Census Tract 1081.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1081.02",,,,1185,27,48,0,33,64,0,12,9,2,83,89,121,95,136,117,349,2.28,4.05,0,2.78,5.4,0,1.01,0.76,0.17,7,7.51,10.21,8.02,11.48,9.87,29.45
"06037108103","Census Tract 1081.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1081.03",,,,976,15,8,53,10,0,22,0,0,0,47,13,59,137,130,154,328,1.54,0.82,5.43,1.02,0,2.25,0,0,0,4.82,1.33,6.05,14.04,13.32,15.78,33.61
"06037108104","Census Tract 1081.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1081.04",,,,553,5,5,0,0,33,0,11,0,16,20,13,50,109,9,77,205,0.9,0.9,0,0,5.97,0,1.99,0,2.89,3.62,2.35,9.04,19.71,1.63,13.92,37.07
"06037108202","Census Tract 1082.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1082.02",,,,3254,88,28,151,75,19,75,21,80,36,140,141,256,187,78,545,1334,2.7,0.86,4.64,2.3,0.58,2.3,0.65,2.46,1.11,4.3,4.33,7.87,5.75,2.4,16.75,41
